sample_id,sample_date,no3_n,k,mg,ca,nh4_n
Q2,1992-09-22,10,1.43,2.96,6.71,NA
Q2,1992-09-29,91,1.44,2.89,5.71,NA
Q2,1992-10-06,234,1.12,3.14,6.5,NA
Q2,1992-10-13,8,1.27,3.31,6.92,NA
Q2,1992-10-20,NA,1.13,3.12,6.86,NA
Q2,1992-10-27,20,1.18,3.26,6.74,NA
Q2,1992-11-03,33,1.28,2.79,6.02,NA
Q2,1992-11-10,29,1.41,2.24,4.76,NA
Q2,1992-11-17,35,0.42,1,3.38,NA
Q2,1992-11-24,7,1.41,2.87,6.28,NA
Q2,1992-12-01,16,1.42,2.92,5.69,NA
Q2,1992-12-08,18,1.26,3.06,6.44,NA
Q2,1992-12-15,326,1.02,3.07,7.22,NA
Q2,1992-12-22,NA,NA,NA,NA,NA
Q2,1992-12-22,NA,1.41,2.6,5.72,NA
Q2,1992-12-29,NA,1.3,2.89,5.74,NA
Q2,1993-01-05,NA,1.44,3.72,7.41,NA
Q2,1993-01-12,NA,1.17,2.92,6.13,NA
Q2,1993-01-19,NA,1.13,3.13,6.47,NA
Q2,1993-01-26,NA,1.21,2.99,5.74,NA
Q2,1993-02-02,NA,1.17,2.91,6.24,NA
Q2,1993-02-09,NA,1.12,3.07,5.91,NA
Q2,1993-02-16,NA,1.51,3.67,8.09,NA
Q2,1993-02-23,NA,1.47,3.09,6.27,NA
Q2,1993-03-02,135,1.21,3.13,6.15,NA
Q2,1993-03-09,220,0.94,3.11,6.36,NA
Q2,1993-03-16,183,1,2.82,5.29,NA
Q2,1993-03-23,NA,2.36,3.14,5.93,NA
Q2,1993-03-30,NA,1.53,4.6,10,NA
Q2,1993-04-06,44,1.28,3.5,7.7,NA
Q2,1993-04-13,93,1.23,3.56,7.47,NA
Q2,1993-04-20,67,1.29,3.02,6.54,NA
Q2,1993-04-27,36,0.97,3.27,3.08,NA
Q2,1993-05-04,365,1.14,2.17,4.76,NA
Q2,1993-05-11,12,1.39,2.33,4.33,NA
Q2,1993-05-18,NA,1.28,2.5,5.1,NA
Q2,1993-05-25,12,1.6,2.45,5.66,NA
Q2,1993-06-01,44,1.21,2.82,6.01,NA
Q2,1993-06-08,89,1.73,3.73,8.04,NA
Q2,1993-06-15,38,1.28,2.8,5.77,NA
Q2,1993-06-15,NA,NA,NA,NA,NA
Q2,1993-06-22,186,2.31,3.71,7.65,NA
Q2,1993-06-29,14,1.27,3.23,6.32,NA
Q2,1993-07-06,187,1.15,3.08,6.66,NA
Q2,1993-07-13,NA,1.34,2.78,5.91,NA
Q2,1993-07-20,NA,2.29,5.05,11.08,NA
Q2,1993-07-27,NA,1.29,1.52,6.31,NA
Q2,1993-08-03,NA,1.18,3.18,6.67,NA
Q2,1993-08-10,52,1.3,3.12,6.83,NA
Q2,1993-08-17,6,1.34,3.24,7.03,NA
Q2,1993-08-24,NA,1.62,3.99,8.37,NA
Q2,1993-08-31,7,1.33,2.69,5.94,NA
Q2,1993-09-07,29,1.02,3.03,6.71,NA
Q2,1993-09-14,163,1.39,1.65,5.63,NA
Q2,1993-09-21,248,1.21,2.98,6.72,NA
Q2,1993-09-28,18,1.05,2.49,5.58,NA
Q2,1993-10-05,14,1.16,2.97,6.44,NA
Q2,1993-10-13,8,1.55,2.86,6.31,NA
Q2,1993-10-19,9,1.28,3.02,6.32,NA
Q2,1993-10-26,17,1.78,3.46,7.61,NA
Q2,1993-11-02,10,1.25,3.27,6.58,NA
Q2,1993-11-09,11,1.3,2.98,6.54,NA
Q2,1993-11-16,185,1.57,2.76,5.92,NA
Q2,1993-11-23,47,1.63,4.11,8.5,NA
Q2,1993-11-30,18,1.18,2.47,5.44,NA
Q2,1993-12-07,54,1.14,1.66,6.03,NA
Q2,1993-12-14,20,1.34,2.97,6.56,NA
Q2,1993-12-21,16,1.45,2.8,5.95,NA
Q2,1993-12-28,NA,1.81,3.82,7.83,NA
Q2,1994-01-04,NA,1.25,1.56,5.86,NA
Q2,1994-01-11,NA,1.23,1.39,5.25,NA
Q2,1994-01-18,NA,1.39,2.94,5.78,NA
Q2,1994-01-25,NA,1.27,3.13,6.2,NA
Q2,1994-02-01,NA,1.28,2.74,5.47,NA
Q2,1994-02-08,9,1.54,2.86,5.39,NA
Q2,1994-02-15,NA,1.12,3.01,6.24,NA
Q2,1994-02-22,NA,1.59,2.22,5.36,NA
Q2,1994-03-01,10,1.46,2.38,5.48,NA
Q2,1994-03-08,18,1.27,3.08,6.69,NA
Q2,1994-03-15,NA,1.26,3.1,6.64,NA
Q2,1994-03-22,NA,1.31,3.19,7.38,NA
Q2,1994-03-29,NA,1.34,3.27,7.26,NA
Q2,1994-04-05,NA,1.3,3.28,7.3,NA
Q2,1994-04-12,28,1.19,3.05,6.59,NA
Q2,1994-04-19,94,1.38,3,6.59,NA
Q2,1994-04-26,14,1.21,3.22,6.98,NA
Q2,1994-05-03,11,1.06,3.16,7.14,NA
Q2,1994-05-10,18,1.4,2.67,5.81,NA
Q2,1994-05-17,16,1.27,2.67,5.88,NA
Q2,1994-05-24,18,1.27,3.07,6.77,NA
Q2,1994-05-31,25,1.8,4.43,8.93,NA
Q2,1994-06-07,17,1.51,3.43,7.46,NA
Q2,1994-06-14,NA,NA,NA,NA,NA
Q2,1994-06-21,59,1.62,3.28,6.7,NA
Q2,1994-06-28,6,1.29,3.02,6.05,NA
Q2,1994-06-30,38,1.39,2.33,4.94,NA
Q2,1994-07-05,68,1.29,2.91,6.26,NA
Q2,1994-07-12,NA,NA,NA,NA,NA
Q2,1994-07-19,470,1.52,2.48,4.97,NA
Q2,1994-07-26,NA,NA,NA,NA,NA
Q2,1994-08-02,NA,0.27,1.63,2.4,NA
Q2,1994-08-09,NA,1.22,2.53,5.77,NA
Q2,1994-08-16,NA,NA,NA,NA,NA
Q2,1994-08-23,NA,NA,NA,NA,NA
Q2,1994-08-30,NA,NA,NA,NA,NA
Q2,1994-09-06,NA,NA,NA,NA,NA
Q2,1994-09-13,NA,NA,NA,NA,NA
Q2,1994-09-20,NA,1.36,1.64,3.57,NA
Q2,1994-09-27,NA,NA,NA,NA,NA
Q2,1994-10-04,NA,NA,NA,NA,NA
Q2,1994-10-11,NA,NA,NA,NA,NA
Q2,1994-10-18,NA,NA,NA,NA,NA
Q2,1994-10-25,NA,1.28,2.31,5.08,NA
Q2,1994-11-01,NA,NA,NA,NA,NA
Q2,1994-11-08,NA,1.38,1.82,3.64,NA
Q2,1994-11-15,NA,1.13,2.17,4.57,NA
Q2,1994-11-22,NA,1.06,2.2,4.76,NA
Q2,1994-11-29,NA,1.21,2.33,4.81,NA
Q2,1994-12-06,NA,1.17,2.44,5.21,NA
Q2,1994-12-13,NA,1.14,2.62,5.79,NA
Q2,1994-12-20,NA,1.79,3.62,7.97,NA
Q2,1994-12-27,NA,1.15,2.71,5.71,NA
Q3,1988-01-05,142,0.68,2.69,3.7,12
Q3,1988-01-12,181,0.66,2.55,3.6,9
Q3,1988-01-19,157,0.66,2.69,3.65,17
Q3,1988-01-26,157,0.72,3.04,4.17,31
Q3,1988-01-29,209,0.82,2.18,3.19,47
Q3,1988-01-29,183,0.72,2.18,3.11,41
Q3,1988-01-29,167,0.85,2.13,3.03,24
Q3,1988-01-29,141,0.82,2.09,2.93,34
Q3,1988-01-29,209,NA,NA,NA,72
Q3,1988-01-29,NA,NA,NA,NA,75
Q3,1988-01-29,207,0.78,2.24,3.2,52
Q3,1988-02-02,146,0.76,1.96,2.93,15
Q3,1988-02-02,32,0.71,2.2,3.11,55
Q3,1988-02-03,NA,NA,NA,NA,NA
Q3,1988-02-04,NA,NA,NA,NA,NA
Q3,1988-02-09,170,0.71,3.71,2.71,26
Q3,1988-02-10,NA,NA,NA,NA,NA
Q3,1988-02-16,146,0.68,2.65,3.84,16
Q3,1988-02-23,204,0.68,3.01,3.85,23
Q3,1988-03-01,196,0.67,3.02,3.91,15
Q3,1988-03-08,196,0.56,3,3.11,32
Q3,1988-03-15,215,0.11,1.65,3.73,13
Q3,1988-03-23,219,0.62,2.99,3.81,25
Q3,1988-03-29,200,0.59,1.78,2.49,31
Q3,1988-04-05,207,0.63,2.93,3.71,21
Q3,1988-04-12,210,0.61,2.83,3.71,19
Q3,1988-04-19,191,0.6,2.45,3.16,17
Q3,1988-04-26,208,0.64,2.96,3.8,27
Q3,1988-05-03,201,0.64,2.94,3.77,52
Q3,1988-05-10,224,0.66,3.07,3.84,64
Q3,1988-05-10,186,0.83,1.69,2.41,16
Q3,1988-05-10,NA,NA,NA,NA,NA
Q3,1988-05-10,NA,NA,NA,NA,NA
Q3,1988-05-10,NA,NA,NA,NA,NA
Q3,1988-05-17,176,0.58,1.23,1.04,27
Q3,1988-05-24,206,0.61,1.33,1.15,74
Q3,1988-05-31,178,0.67,2.41,2.7,88
Q3,1988-06-07,206,0.74,2.98,3.23,78
Q3,1988-06-14,NA,0.7,2.99,3.24,70
Q3,1988-06-21,NA,0.69,2.16,2.56,NA
Q3,1988-06-28,NA,0.7,2.74,2.98,NA
Q3,1988-07-05,NA,0.7,2.79,2.98,NA
Q3,1988-07-12,NA,0.67,2.77,2.95,NA
Q3,1988-07-19,NA,0.55,2.13,2.72,18
Q3,1988-07-22,NA,0.67,2.36,2.76,NA
Q3,1988-07-26,NA,0.63,2.01,2.45,NA
Q3,1988-07-26,NA,NA,NA,NA,NA
Q3,1988-08-02,NA,0.74,2.93,3.19,19
Q3,1988-08-09,NA,0.72,2.96,3.13,5
Q3,1988-08-16,NA,0.69,2.89,3.15,77
Q3,1988-08-23,NA,0.66,2.63,3.31,NA
Q3,1988-08-24,NA,NA,NA,NA,NA
Q3,1988-08-24,NA,0.64,1.51,2.09,24
Q3,1988-08-24,NA,0.58,1.42,1.99,NA
Q3,1988-08-24,85,0.45,0.67,0.91,NA
Q3,1988-08-24,NA,0.58,2,2.48,NA
Q3,1988-08-30,151,0.57,2.49,3.13,NA
Q3,1988-09-06,168,0.71,2.86,3.69,NA
Q3,1988-09-13,138,0.52,2.03,2.77,8
Q3,1988-09-20,130,0.59,2.49,3.59,NA
Q3,1988-09-27,127,0.64,2.82,3.25,NA
Q3,1988-10-04,NA,0.55,1.98,2.69,64
Q3,1988-10-11,187,0.6,2.71,3.17,38
Q3,1988-10-18,205,NA,NA,NA,57
Q3,1988-10-25,163,0.69,2.44,3.49,NA
Q3,1988-11-01,202,0.74,2.68,3.75,NA
Q3,1988-11-07,194,0.69,2.76,3.94,NA
Q3,1988-11-15,162,0.71,2.64,3.63,NA
Q3,1988-11-22,170,0.7,2.27,NA,NA
Q3,1988-11-29,179,0.69,2.78,3.81,NA
Q3,1988-12-06,198,0.67,2.78,3.88,NA
Q3,1988-12-13,183,0.77,2.91,4.02,NA
Q3,1988-12-20,205,0.77,2.79,3.98,NA
Q3,1988-12-27,184,0.77,2.66,3.75,NA
Q3,1989-01-03,165,0.75,2.87,4,NA
Q3,1989-01-10,276,0.8,2.24,3.45,NA
Q3,1989-01-17,10,0.78,2.72,3.83,NA
Q3,1989-01-24,196,0.85,2.86,4.04,NA
Q3,1989-01-31,219,0.82,2.89,3.94,NA
Q3,1989-02-07,218,0.85,2.82,3.99,NA
Q3,1989-02-14,227,0.74,3,3.85,NA
Q3,1989-02-21,161,0.72,2.75,3.67,NA
Q3,1989-02-28,146,0.72,2.64,3.44,NA
Q3,1989-03-07,180,0.72,2.94,3.9,NA
Q3,1989-03-09,NA,NA,NA,NA,NA
Q3,1989-03-14,116,0.72,2.61,3.55,NA
Q3,1989-03-21,173,0.7,2.84,3.41,NA
Q3,1989-03-28,182,0.66,2.84,3.42,NA
Q3,1989-04-04,173,0.69,2.69,3.77,NA
Q3,1989-04-11,146,0.69,2.4,3.62,NA
Q3,1989-04-18,147,0.67,2.74,4.24,NA
Q3,1989-04-25,186,0.78,2.83,4.31,NA
Q3,1989-05-02,171,0.78,2.95,4.46,NA
Q3,1989-05-09,143,0.8,2.42,3.76,NA
Q3,1989-05-16,161,0.84,2.91,4.14,NA
Q3,1989-05-23,190,0.7,3.04,4.27,NA
Q3,1989-05-30,163,0.79,2.96,4.09,NA
Q3,1989-06-06,132,0.77,3.07,4.02,NA
Q3,1989-06-13,144,0.62,2.95,4.41,NA
Q3,1989-06-20,17,0.71,2.97,4.12,NA
Q3,1989-06-27,32,0.71,3.29,3.73,NA
Q3,1989-07-05,10,0.75,1.59,1.31,NA
Q3,1989-07-11,132,0.86,2.83,3.89,NA
Q3,1989-07-18,10,0.85,2.56,3.94,NA
Q3,1989-07-26,41,0.81,2.73,3.8,NA
Q3,1989-08-01,159,0.84,2.74,3.74,NA
Q3,1989-08-08,268,0.95,3.26,4.2,NA
Q3,1989-08-15,207,0.82,3.06,3.92,NA
Q3,1989-08-22,142,0.65,1.58,2.31,NA
Q3,1989-08-29,233,NA,0.1,3.38,NA
Q3,1989-09-05,103,0.75,2.89,4.07,NA
Q3,1989-09-12,94,0.78,2.92,3.79,NA
Q3,1989-09-20,NA,NA,NA,NA,NA
Q3,1989-09-22,NA,0.89,2.63,3.34,NA
Q3,1989-09-26,NA,1.15,2.86,3.72,NA
Q3,1989-09-26,NA,1.14,2.54,1.5,NA
Q3,1989-10-03,52,1.02,3.04,3.89,NA
Q3,1989-10-05,NA,1,NA,NA,NA
Q3,1989-10-10,NA,0.93,3.03,3.95,NA
Q3,1989-10-17,173,1.32,3.38,4.34,NA
Q3,1989-10-24,404,1.33,3.37,4.4,NA
Q3,1989-10-31,582,1.48,4.17,4.61,NA
Q3,1989-11-07,657,1.81,3.71,4.33,NA
Q3,1989-11-08,905,3.44,3.67,3.33,NA
Q3,1989-11-14,444,1.58,3.47,1.74,NA
Q3,1989-11-21,340,1.45,3.34,3.97,NA
Q3,1989-11-28,328,1.15,3.47,4.89,NA
Q3,1989-12-05,315,1,3.41,5.01,NA
Q3,1989-12-12,10,1.01,3.57,5.15,NA
Q3,1989-12-19,303,0.99,3.55,5.27,NA
Q3,1989-12-26,361,0.98,3.5,5.24,NA
Q3,1990-01-02,NA,2.46,3.8,5.11,NA
Q3,1990-01-09,304,1.2,3.61,5.2,NA
Q3,1990-01-16,36,1.31,3.64,5.33,NA
Q3,1990-01-23,92,1.32,3.55,5.09,NA
Q3,1990-01-30,34,1.34,3.57,5.27,NA
Q3,1990-02-06,395,1.19,3.42,5.16,NA
Q3,1990-02-13,530,1.44,3.72,5.13,NA
Q3,1990-02-20,395,1.5,3.58,5.02,NA
Q3,1990-02-27,313,1.36,3.6,5.04,NA
Q3,1990-03-06,318,1.26,3.7,5.27,NA
Q3,1990-03-13,56,1.99,2.36,3.36,NA
Q3,1990-03-20,751,1.49,3.35,4.64,NA
Q3,1990-03-27,644,1.5,3.08,4.4,NA
Q3,1990-04-03,NA,1.23,3.55,4.94,NA
Q3,1990-04-10,225,1.15,3.63,5.11,NA
Q3,1990-04-17,148,1.17,3.62,5.13,NA
Q3,1990-04-24,10,1.18,3.62,5.19,NA
Q3,1990-04-25,136,1.72,0.45,0.6,NA
Q3,1990-04-25,970,1.56,0.7,0.88,NA
Q3,1990-04-25,691,1.46,0.57,0.71,NA
Q3,1990-04-26,352,1.45,2.4,3.08,NA
Q3,1990-05-01,262,1.12,3.35,4.57,NA
Q3,1990-05-08,10,1.25,3.48,4.86,NA
Q3,1990-05-10,780,1.59,2.02,2.84,NA
Q3,1990-05-15,373,1.34,3.28,4.58,NA
Q3,1990-05-22,275,1.28,3.53,4.8,NA
Q3,1990-05-29,348,1.37,3.24,4.35,NA
Q3,1990-06-05,188,1.26,3.66,4.81,NA
Q3,1990-06-12,154,1.27,3.65,4.76,NA
Q3,1990-06-19,337,1.26,3.44,4.53,NA
Q3,1990-06-26,379,1.26,2.76,3.81,NA
Q3,1990-07-03,236,1.16,3.72,5.09,NA
Q3,1990-07-10,261,1.14,3.69,5.04,NA
Q3,1990-07-17,97,1.05,3.69,5.3,NA
Q3,1990-07-24,NA,1.23,1.97,2.88,NA
Q3,1990-07-31,142,1.04,3.73,5.31,NA
Q3,1990-08-07,211,1,4.05,5.8,NA
Q3,1990-08-14,424,1.1,2.88,8.74,NA
Q3,1990-08-21,215,1.04,3.55,5.06,NA
Q3,1990-08-28,139,1.01,3.51,5.24,NA
Q3,1990-09-04,10,0.99,3.66,5.44,NA
Q3,1990-09-11,11,0.97,3.54,5.3,NA
Q3,1990-09-18,83,0.97,3.52,5.19,NA
Q3,1990-09-25,105,0.93,3.49,5.31,NA
Q3,1990-10-02,168,0.94,2.87,4.26,NA
Q3,1990-10-09,93,1.04,3.35,4.82,NA
Q3,1990-10-16,108,0.92,5.21,10.38,NA
Q3,1990-10-23,181,0.94,2.91,4.26,NA
Q3,1990-10-30,104,0.95,1.7,4.24,NA
Q3,1990-11-06,178,0.96,2.7,3.9,NA
Q3,1990-11-13,163,0.91,3.39,4.6,NA
Q3,1990-11-20,171,0.86,3.54,4.82,NA
Q3,1990-11-27,234,0.84,3.19,4.61,NA
Q3,1990-12-04,NA,1.04,1.76,2.58,NA
Q3,1990-12-04,164,0.88,1.59,6.81,NA
Q3,1990-12-11,114,0.82,3.5,5.07,NA
Q3,1990-12-14,258,1.76,1.72,2.76,NA
Q3,1990-12-18,322,0.73,3.45,4.86,NA
Q3,1990-12-25,189,0.92,3.5,5.01,NA
Q3,1990-12-31,192,1.12,2.32,3.27,NA
Q3,1991-01-08,168,1.04,3.24,4.65,NA
Q3,1991-01-15,NA,0.73,3.22,4.47,NA
Q3,1991-01-22,111,0.77,3.51,4.74,NA
Q3,1991-01-29,NA,0.79,3.38,7.41,NA
Q3,1991-02-05,11,0.78,2.96,4.53,NA
Q3,1991-02-12,137,0.9,8.7,5.43,NA
Q3,1991-02-19,306,0.86,2.57,4.07,NA
Q3,1991-02-26,174,0.83,3.38,4.49,NA
Q3,1991-03-05,168,0.7,3.34,4.82,NA
Q3,1991-03-12,173,0.74,3.28,5,NA
Q3,1991-03-19,229,0.76,3.19,4.69,NA
Q3,1991-03-22,NA,NA,NA,NA,NA
Q3,1991-03-26,152,0.7,3.46,5.13,NA
Q3,1991-04-02,80,0.76,3.5,5.06,NA
Q3,1991-04-09,23,0.71,3.19,4.77,NA
Q3,1991-04-15,21,0.94,3.11,4.42,NA
Q3,1991-04-23,44,0.94,3.11,4.57,NA
Q3,1991-04-30,92,0.9,1.97,2.88,NA
Q3,1991-05-07,16,0.85,3.72,3.7,NA
Q3,1991-05-14,NA,0.85,3.44,3.68,NA
Q3,1991-05-21,45,0.94,3.61,5.1,NA
Q3,1991-05-28,78,0.86,3.08,5.68,NA
Q3,1991-05-31,NA,0.9,3.41,3.64,NA
Q3,1991-06-01,NA,NA,NA,NA,NA
Q3,1991-06-04,13,0.92,3.46,3.7,NA
Q3,1991-06-11,105,0.87,3.39,5,NA
Q3,1991-06-18,149,0.9,3.51,4.89,NA
Q3,1991-06-25,6,0.9,3.46,3.62,NA
Q3,1991-07-02,184,0.9,3.33,3.61,NA
Q3,1991-07-09,118,0.79,3.16,3.52,NA
Q3,1991-07-16,NA,1.31,3.5,5.04,NA
Q3,1991-07-23,158,0.72,3.14,5.06,NA
Q3,1991-07-30,10,0.66,3.27,5,NA
Q3,1991-08-06,314,0.77,4.01,4.1,NA
Q3,1991-08-13,10,0.78,4.44,5.19,NA
Q3,1991-08-20,13,NA,4.3,5.86,NA
Q3,1991-08-27,26,0.97,3.38,5.05,NA
Q3,1991-08-27,50,2.49,1.12,1.63,NA
Q3,1991-09-03,232,0.92,3.38,4.65,NA
Q3,1991-09-10,93,0.66,2.55,4.1,NA
Q3,1991-09-17,165,0.85,3.1,4.76,NA
Q3,1991-09-24,119,0.72,4.42,6.01,NA
Q3,1991-10-01,97,0.92,2.95,4.51,NA
Q3,1991-10-08,167,0.92,3.49,4.84,NA
Q3,1991-10-15,186,1,3.8,5.34,NA
Q3,1991-10-22,166,0.82,3.22,3.82,NA
Q3,1991-10-29,61,0.42,4.88,5.71,NA
Q3,1991-11-05,163,0.71,1.81,5.8,NA
Q3,1991-11-07,96,1.05,1.55,2.08,NA
Q3,1991-11-08,143,1.12,1.81,2.09,NA
Q3,1991-11-12,271,1.25,3.23,3.99,NA
Q3,1991-11-18,208,0.88,3.31,4.68,NA
Q3,1991-11-22,98,0.89,1.64,1.96,NA
Q3,1991-11-26,197,0.88,3.05,3.72,NA
Q3,1991-12-03,25,0.94,2.83,3.43,NA
Q3,1991-12-10,242,0.8,3,3.96,NA
Q3,1991-12-17,264,0.9,3.13,3.66,NA
Q3,1991-12-23,237,0.75,3.12,4.77,NA
Q3,1991-12-30,254,1.11,3.35,7.58,NA
Q3,1992-01-07,279,1.04,2.91,4.31,NA
Q3,1992-01-14,235,0.92,3.1,4.52,NA
Q3,1992-01-21,218,0.89,3.37,5.02,NA
Q3,1992-01-28,219,0.9,3.43,5.4,NA
Q3,1992-02-04,94,1,2.3,2.41,NA
Q3,1992-02-06,156,1.31,2.17,3.36,NA
Q3,1992-02-11,17,0.94,3.18,4.81,NA
Q3,1992-02-18,144,1.19,4.36,6.59,NA
Q3,1992-02-25,333,0.87,3.71,6.37,NA
Q3,1992-03-03,196,0.89,3.85,6.62,NA
Q3,1992-03-10,162,0.98,3.33,4.01,NA
Q3,1992-03-17,183,1.7,3.87,7.11,NA
Q3,1992-03-24,NA,1.81,3.73,7.03,NA
Q3,1992-04-01,102,1.04,3.16,6.09,NA
Q3,1992-04-07,10,1.31,3.13,6.27,NA
Q3,1992-04-14,14,0.63,2.14,8.08,NA
Q3,1992-04-21,19,0.85,3.24,4.31,NA
Q3,1992-04-28,28,0.96,3.36,5.81,NA
Q3,1992-05-05,168,1.41,3.1,4.29,NA
Q3,1992-05-12,168,0.89,3.6,5.04,NA
Q3,1992-05-19,131,0.8,3.84,5.54,NA
Q3,1992-05-26,NA,0.79,2.23,3.25,NA
Q3,1992-06-02,53,1.09,1.28,2.16,NA
Q3,1992-06-09,10,0.88,3.25,4.86,NA
Q3,1992-06-16,333,0.77,1.75,2.5,NA
Q3,1992-06-23,29,0.83,2.16,3.04,NA
Q3,1992-06-30,32,0.96,3.5,5.14,NA
Q3,1992-07-07,29,1,3.48,5.44,NA
Q3,1992-07-14,43,0.82,3.26,4.52,NA
Q3,1992-07-21,48,0.99,3.5,4.97,NA
Q3,1992-07-28,90,0.83,3.34,4.97,NA
Q3,1992-08-04,26,1.06,3.42,4.92,NA
Q3,1992-08-11,26,0.85,1.9,2.87,NA
Q3,1992-08-18,99,0.83,3.54,5.15,NA
Q3,1992-08-25,11,2.93,3.43,4.16,NA
Q3,1992-09-01,10,0.76,0.61,2.46,NA
Q3,1992-09-08,10,1.1,3.83,5.73,NA
Q3,1992-09-15,38,0.84,3.62,5.67,NA
Q3,1992-09-22,122,0.84,2.92,4.07,NA
Q3,1992-09-29,105,0.9,3,4.32,NA
Q3,1992-10-06,142,0.81,3.39,4.39,NA
Q3,1992-10-13,46,1.09,4.48,6.66,NA
Q3,1992-10-20,7,0.84,3.63,5,NA
Q3,1992-10-27,27,0.86,3.48,5.22,NA
Q3,1992-11-03,116,0.91,3.25,4.79,NA
Q3,1992-11-10,85,0.85,2.22,3.02,NA
Q3,1992-11-17,14,1.61,2.91,4.14,NA
Q3,1992-11-24,10,0.85,3.06,4.14,NA
Q3,1992-12-01,13,0.87,2.66,3.58,NA
Q3,1992-12-08,23,2.08,7.51,9.78,NA
Q3,1992-12-15,21,0.86,2.99,4.07,NA
Q3,1992-12-22,NA,NA,NA,NA,NA
Q3,1992-12-22,NA,0.87,1.84,3.24,NA
Q3,1992-12-29,NA,0.98,2.78,4,NA
Q3,1993-01-05,NA,0.79,2.96,4.11,NA
Q3,1993-01-12,NA,0.76,3.02,3.59,NA
Q3,1993-01-19,NA,0.73,3.03,4,NA
Q3,1993-01-26,NA,0.89,2.93,3.55,NA
Q3,1993-02-02,NA,0.79,3.17,4.06,NA
Q3,1993-02-09,NA,1.06,3.37,4.08,NA
Q3,1993-02-16,NA,0.56,2.12,3.69,NA
Q3,1993-02-23,NA,0.84,3.35,4.39,NA
Q3,1993-03-02,207,0.89,3.24,4.87,NA
Q3,1993-03-09,13,0.66,3.49,4.71,NA
Q3,1993-03-16,210,0.87,3.48,4.88,NA
Q3,1993-03-23,63,0.93,3.05,3.92,NA
Q3,1993-03-30,116,0.78,3.42,4.61,NA
Q3,1993-04-06,168,0.82,3.79,5.55,NA
Q3,1993-04-13,162,0.94,3.69,5.39,NA
Q3,1993-04-20,156,0.97,3.28,4.77,NA
Q3,1993-04-27,145,0.65,5.21,2.16,NA
Q3,1993-05-04,NA,0.69,2.73,3.83,NA
Q3,1993-05-11,NA,0.94,2.75,3.62,NA
Q3,1993-05-18,NA,1.25,2.81,3.73,NA
Q3,1993-05-25,NA,0.73,2.62,3.83,NA
Q3,1993-06-01,16,0.73,3.03,4.41,NA
Q3,1993-06-08,NA,NA,NA,NA,NA
Q3,1993-06-15,8,0.69,3.36,4.72,NA
Q3,1993-06-15,NA,NA,NA,NA,NA
Q3,1993-06-22,36,0.68,2.23,3.47,NA
Q3,1993-06-29,NA,1.13,4.64,6.12,NA
Q3,1993-07-06,176,0.69,3.07,4.63,NA
Q3,1993-07-13,NA,0.68,2.97,4.34,NA
Q3,1993-07-20,NA,0.86,1.66,4.35,NA
Q3,1993-07-27,NA,0.85,1.49,4.05,NA
Q3,1993-08-03,21,0.84,3.25,4.91,NA
Q3,1993-08-10,86,0.86,3.35,4.87,NA
Q3,1993-08-17,80,1.11,4.54,6.38,NA
Q3,1993-08-24,324,0.87,3.45,4.84,NA
Q3,1993-08-31,18,0.76,2.6,4.01,NA
Q3,1993-09-07,88,0.69,3.24,4.44,NA
Q3,1993-09-14,NA,1.08,4.08,5.45,NA
Q3,1993-09-21,124,0.68,3.08,4.69,NA
Q3,1993-09-28,51,1,NA,3.99,NA
Q3,1993-10-05,57,0.62,3.13,4.3,NA
Q3,1993-10-13,16,0.96,3.05,4.53,NA
Q3,1993-10-19,8,0.69,1.71,3.69,NA
Q3,1993-10-26,6,0.74,2.95,4.3,NA
Q3,1993-11-02,NA,0.69,3.56,5.11,NA
Q3,1993-11-09,NA,0.78,3.06,4.68,NA
Q3,1993-11-16,NA,0.77,2.39,3.73,NA
Q3,1993-11-23,54,1.15,3.77,5.16,NA
Q3,1993-11-30,NA,0.77,2.33,3.48,NA
Q3,1993-12-07,NA,0.97,3.27,4.82,NA
Q3,1993-12-14,21,0.97,4.08,5.84,NA
Q3,1993-12-21,22,1.15,3.34,3.83,NA
Q3,1993-12-28,NA,0.78,2.62,3.39,NA
Q3,1994-01-04,NA,0.72,1.58,4.12,NA
Q3,1994-01-11,NA,0.67,1.44,3.66,NA
Q3,1994-01-18,NA,0.97,1.62,4.29,NA
Q3,1994-01-25,10,0.68,3.4,4.78,NA
Q3,1994-02-01,16,0.73,3.11,4.12,NA
Q3,1994-02-08,NA,0.83,3.11,4.22,NA
Q3,1994-02-15,NA,0.74,3.32,4.08,NA
Q3,1994-02-22,NA,0.96,2.12,3.09,NA
Q3,1994-03-01,NA,0.9,3.3,4.78,NA
Q3,1994-03-08,12,0.89,3.37,4.89,NA
Q3,1994-03-15,6,0.84,3.41,5.05,NA
Q3,1994-03-22,NA,0.8,3.67,5.62,NA
Q3,1994-03-29,16,0.96,3.73,5.74,NA
Q3,1994-04-05,13,0.94,3.61,5.68,NA
Q3,1994-04-12,146,0.74,3.13,4.68,NA
Q3,1994-04-19,141,1.08,3.47,4.68,NA
Q3,1994-04-26,22,0.88,3.62,5.51,NA
Q3,1994-05-03,9,0.74,3.77,5.87,NA
Q3,1994-05-10,23,0.82,2.62,3.95,NA
Q3,1994-05-17,22,0.8,2.68,3.87,NA
Q3,1994-05-24,24,0.81,3.55,5.18,NA
